Date;Year;Quarter;Month;MonthName;Week;DayName;YearMonth
2023-12-31 0:00:00;2023;Q4;12;December;52;Sunday;2023-12
2024-01-01 0:00:00;2024;Q1;1;January;1;Monday;2024-01
2024-01-02 0:00:00;2024;Q1;1;January;1;Tuesday;2024-01
2024-01-03 0:00:00;2024;Q1;1;January;1;Wednesday;2024-01
2024-01-04 0:00:00;2024;Q1;1;January;1;Thursday;2024-01
2024-01-05 0:00:00;2024;Q1;1;January;1;Friday;2024-01
2024-01-06 0:00:00;2024;Q1;1;January;1;Saturday;2024-01
2024-01-07 0:00:00;2024;Q1;1;January;1;Sunday;2024-01
2024-01-08 0:00:00;2024;Q1;1;January;2;Monday;2024-01
2024-01-09 0:00:00;2024;Q1;1;January;2;Tuesday;2024-01
2024-01-10 0:00:00;2024;Q1;1;January;2;Wednesday;2024-01
2024-01-11 0:00:00;2024;Q1;1;January;2;Thursday;2024-01
2024-01-12 0:00:00;2024;Q1;1;January;2;Friday;2024-01
2024-01-13 0:00:00;2024;Q1;1;January;2;Saturday;2024-01
2024-01-14 0:00:00;2024;Q1;1;January;2;Sunday;2024-01
2024-01-15 0:00:00;2024;Q1;1;January;3;Monday;2024-01
2024-01-16 0:00:00;2024;Q1;1;January;3;Tuesday;2024-01
2024-01-17 0:00:00;2024;Q1;1;January;3;Wednesday;2024-01
2024-01-18 0:00:00;2024;Q1;1;January;3;Thursday;2024-01
2024-01-19 0:00:00;2024;Q1;1;January;3;Friday;2024-01
2024-01-20 0:00:00;2024;Q1;1;January;3;Saturday;2024-01
2024-01-21 0:00:00;2024;Q1;1;January;3;Sunday;2024-01
2024-01-22 0:00:00;2024;Q1;1;January;4;Monday;2024-01
2024-01-23 0:00:00;2024;Q1;1;January;4;Tuesday;2024-01
2024-01-24 0:00:00;2024;Q1;1;January;4;Wednesday;2024-01
2024-01-25 0:00:00;2024;Q1;1;January;4;Thursday;2024-01
2024-01-26 0:00:00;2024;Q1;1;January;4;Friday;2024-01
2024-01-27 0:00:00;2024;Q1;1;January;4;Saturday;2024-01
2024-01-28 0:00:00;2024;Q1;1;January;4;Sunday;2024-01
2024-01-29 0:00:00;2024;Q1;1;January;5;Monday;2024-01
2024-01-30 0:00:00;2024;Q1;1;January;5;Tuesday;2024-01
2024-01-31 0:00:00;2024;Q1;1;January;5;Wednesday;2024-01
2024-02-01 0:00:00;2024;Q1;2;February;5;Thursday;2024-02
2024-02-02 0:00:00;2024;Q1;2;February;5;Friday;2024-02
2024-02-03 0:00:00;2024;Q1;2;February;5;Saturday;2024-02
2024-02-04 0:00:00;2024;Q1;2;February;5;Sunday;2024-02
2024-02-05 0:00:00;2024;Q1;2;February;6;Monday;2024-02
2024-02-06 0:00:00;2024;Q1;2;February;6;Tuesday;2024-02
2024-02-07 0:00:00;2024;Q1;2;February;6;Wednesday;2024-02
2024-02-08 0:00:00;2024;Q1;2;February;6;Thursday;2024-02
2024-02-09 0:00:00;2024;Q1;2;February;6;Friday;2024-02
2024-02-10 0:00:00;2024;Q1;2;February;6;Saturday;2024-02
2024-02-11 0:00:00;2024;Q1;2;February;6;Sunday;2024-02
2024-02-12 0:00:00;2024;Q1;2;February;7;Monday;2024-02
2024-02-13 0:00:00;2024;Q1;2;February;7;Tuesday;2024-02
2024-02-14 0:00:00;2024;Q1;2;February;7;Wednesday;2024-02
2024-02-15 0:00:00;2024;Q1;2;February;7;Thursday;2024-02
2024-02-16 0:00:00;2024;Q1;2;February;7;Friday;2024-02
2024-02-17 0:00:00;2024;Q1;2;February;7;Saturday;2024-02
2024-02-18 0:00:00;2024;Q1;2;February;7;Sunday;2024-02
2024-02-19 0:00:00;2024;Q1;2;February;8;Monday;2024-02
2024-02-20 0:00:00;2024;Q1;2;February;8;Tuesday;2024-02
2024-02-21 0:00:00;2024;Q1;2;February;8;Wednesday;2024-02
2024-02-22 0:00:00;2024;Q1;2;February;8;Thursday;2024-02
2024-02-23 0:00:00;2024;Q1;2;February;8;Friday;2024-02
2024-02-24 0:00:00;2024;Q1;2;February;8;Saturday;2024-02
2024-02-25 0:00:00;2024;Q1;2;February;8;Sunday;2024-02
2024-02-26 0:00:00;2024;Q1;2;February;9;Monday;2024-02
2024-02-27 0:00:00;2024;Q1;2;February;9;Tuesday;2024-02
2024-02-28 0:00:00;2024;Q1;2;February;9;Wednesday;2024-02
2024-02-29 0:00:00;2024;Q1;2;February;9;Thursday;2024-02
2024-03-01 0:00:00;2024;Q1;3;March;9;Friday;2024-03
2024-03-02 0:00:00;2024;Q1;3;March;9;Saturday;2024-03
2024-03-03 0:00:00;2024;Q1;3;March;9;Sunday;2024-03
2024-03-04 0:00:00;2024;Q1;3;March;10;Monday;2024-03
2024-03-05 0:00:00;2024;Q1;3;March;10;Tuesday;2024-03
2024-03-06 0:00:00;2024;Q1;3;March;10;Wednesday;2024-03
2024-03-07 0:00:00;2024;Q1;3;March;10;Thursday;2024-03
2024-03-08 0:00:00;2024;Q1;3;March;10;Friday;2024-03
2024-03-09 0:00:00;2024;Q1;3;March;10;Saturday;2024-03
2024-03-10 0:00:00;2024;Q1;3;March;10;Sunday;2024-03
2024-03-11 0:00:00;2024;Q1;3;March;11;Monday;2024-03
2024-03-12 0:00:00;2024;Q1;3;March;11;Tuesday;2024-03
2024-03-13 0:00:00;2024;Q1;3;March;11;Wednesday;2024-03
2024-03-14 0:00:00;2024;Q1;3;March;11;Thursday;2024-03
2024-03-15 0:00:00;2024;Q1;3;March;11;Friday;2024-03
2024-03-16 0:00:00;2024;Q1;3;March;11;Saturday;2024-03
2024-03-17 0:00:00;2024;Q1;3;March;11;Sunday;2024-03
2024-03-18 0:00:00;2024;Q1;3;March;12;Monday;2024-03
2024-03-19 0:00:00;2024;Q1;3;March;12;Tuesday;2024-03
2024-03-20 0:00:00;2024;Q1;3;March;12;Wednesday;2024-03
2024-03-21 0:00:00;2024;Q1;3;March;12;Thursday;2024-03
2024-03-22 0:00:00;2024;Q1;3;March;12;Friday;2024-03
2024-03-23 0:00:00;2024;Q1;3;March;12;Saturday;2024-03
2024-03-24 0:00:00;2024;Q1;3;March;12;Sunday;2024-03
2024-03-25 0:00:00;2024;Q1;3;March;13;Monday;2024-03
2024-03-26 0:00:00;2024;Q1;3;March;13;Tuesday;2024-03
2024-03-27 0:00:00;2024;Q1;3;March;13;Wednesday;2024-03
2024-03-28 0:00:00;2024;Q1;3;March;13;Thursday;2024-03
2024-03-29 0:00:00;2024;Q1;3;March;13;Friday;2024-03
2024-03-30 0:00:00;2024;Q1;3;March;13;Saturday;2024-03
2024-03-31 0:00:00;2024;Q1;3;March;13;Sunday;2024-03
2024-04-01 0:00:00;2024;Q2;4;April;14;Monday;2024-04
2024-04-02 0:00:00;2024;Q2;4;April;14;Tuesday;2024-04
2024-04-03 0:00:00;2024;Q2;4;April;14;Wednesday;2024-04
2024-04-04 0:00:00;2024;Q2;4;April;14;Thursday;2024-04
2024-04-05 0:00:00;2024;Q2;4;April;14;Friday;2024-04
2024-04-06 0:00:00;2024;Q2;4;April;14;Saturday;2024-04
2024-04-07 0:00:00;2024;Q2;4;April;14;Sunday;2024-04
2024-04-08 0:00:00;2024;Q2;4;April;15;Monday;2024-04
2024-04-09 0:00:00;2024;Q2;4;April;15;Tuesday;2024-04
2024-04-10 0:00:00;2024;Q2;4;April;15;Wednesday;2024-04
2024-04-11 0:00:00;2024;Q2;4;April;15;Thursday;2024-04
2024-04-12 0:00:00;2024;Q2;4;April;15;Friday;2024-04
2024-04-13 0:00:00;2024;Q2;4;April;15;Saturday;2024-04
2024-04-14 0:00:00;2024;Q2;4;April;15;Sunday;2024-04
2024-04-15 0:00:00;2024;Q2;4;April;16;Monday;2024-04
2024-04-16 0:00:00;2024;Q2;4;April;16;Tuesday;2024-04
2024-04-17 0:00:00;2024;Q2;4;April;16;Wednesday;2024-04
2024-04-18 0:00:00;2024;Q2;4;April;16;Thursday;2024-04
2024-04-19 0:00:00;2024;Q2;4;April;16;Friday;2024-04
2024-04-20 0:00:00;2024;Q2;4;April;16;Saturday;2024-04
2024-04-21 0:00:00;2024;Q2;4;April;16;Sunday;2024-04
2024-04-22 0:00:00;2024;Q2;4;April;17;Monday;2024-04
2024-04-23 0:00:00;2024;Q2;4;April;17;Tuesday;2024-04
2024-04-24 0:00:00;2024;Q2;4;April;17;Wednesday;2024-04
2024-04-25 0:00:00;2024;Q2;4;April;17;Thursday;2024-04
2024-04-26 0:00:00;2024;Q2;4;April;17;Friday;2024-04
2024-04-27 0:00:00;2024;Q2;4;April;17;Saturday;2024-04
2024-04-28 0:00:00;2024;Q2;4;April;17;Sunday;2024-04
2024-04-29 0:00:00;2024;Q2;4;April;18;Monday;2024-04
2024-04-30 0:00:00;2024;Q2;4;April;18;Tuesday;2024-04
2024-05-01 0:00:00;2024;Q2;5;May;18;Wednesday;2024-05
2024-05-02 0:00:00;2024;Q2;5;May;18;Thursday;2024-05
2024-05-03 0:00:00;2024;Q2;5;May;18;Friday;2024-05
2024-05-04 0:00:00;2024;Q2;5;May;18;Saturday;2024-05
2024-05-05 0:00:00;2024;Q2;5;May;18;Sunday;2024-05
2024-05-06 0:00:00;2024;Q2;5;May;19;Monday;2024-05
2024-05-07 0:00:00;2024;Q2;5;May;19;Tuesday;2024-05
2024-05-08 0:00:00;2024;Q2;5;May;19;Wednesday;2024-05
2024-05-09 0:00:00;2024;Q2;5;May;19;Thursday;2024-05
2024-05-10 0:00:00;2024;Q2;5;May;19;Friday;2024-05
2024-05-11 0:00:00;2024;Q2;5;May;19;Saturday;2024-05
2024-05-12 0:00:00;2024;Q2;5;May;19;Sunday;2024-05
2024-05-13 0:00:00;2024;Q2;5;May;20;Monday;2024-05
2024-05-14 0:00:00;2024;Q2;5;May;20;Tuesday;2024-05
2024-05-15 0:00:00;2024;Q2;5;May;20;Wednesday;2024-05
2024-05-16 0:00:00;2024;Q2;5;May;20;Thursday;2024-05
2024-05-17 0:00:00;2024;Q2;5;May;20;Friday;2024-05
2024-05-18 0:00:00;2024;Q2;5;May;20;Saturday;2024-05
2024-05-19 0:00:00;2024;Q2;5;May;20;Sunday;2024-05
2024-05-20 0:00:00;2024;Q2;5;May;21;Monday;2024-05
2024-05-21 0:00:00;2024;Q2;5;May;21;Tuesday;2024-05
2024-05-22 0:00:00;2024;Q2;5;May;21;Wednesday;2024-05
2024-05-23 0:00:00;2024;Q2;5;May;21;Thursday;2024-05
2024-05-24 0:00:00;2024;Q2;5;May;21;Friday;2024-05
2024-05-25 0:00:00;2024;Q2;5;May;21;Saturday;2024-05
2024-05-26 0:00:00;2024;Q2;5;May;21;Sunday;2024-05
2024-05-27 0:00:00;2024;Q2;5;May;22;Monday;2024-05
2024-05-28 0:00:00;2024;Q2;5;May;22;Tuesday;2024-05
2024-05-29 0:00:00;2024;Q2;5;May;22;Wednesday;2024-05
2024-05-30 0:00:00;2024;Q2;5;May;22;Thursday;2024-05
2024-05-31 0:00:00;2024;Q2;5;May;22;Friday;2024-05
2024-06-01 0:00:00;2024;Q2;6;June;22;Saturday;2024-06
2024-06-02 0:00:00;2024;Q2;6;June;22;Sunday;2024-06
2024-06-03 0:00:00;2024;Q2;6;June;23;Monday;2024-06
2024-06-04 0:00:00;2024;Q2;6;June;23;Tuesday;2024-06
2024-06-05 0:00:00;2024;Q2;6;June;23;Wednesday;2024-06
2024-06-06 0:00:00;2024;Q2;6;June;23;Thursday;2024-06
2024-06-07 0:00:00;2024;Q2;6;June;23;Friday;2024-06
2024-06-08 0:00:00;2024;Q2;6;June;23;Saturday;2024-06
2024-06-09 0:00:00;2024;Q2;6;June;23;Sunday;2024-06
2024-06-10 0:00:00;2024;Q2;6;June;24;Monday;2024-06
2024-06-11 0:00:00;2024;Q2;6;June;24;Tuesday;2024-06
2024-06-12 0:00:00;2024;Q2;6;June;24;Wednesday;2024-06
2024-06-13 0:00:00;2024;Q2;6;June;24;Thursday;2024-06
2024-06-14 0:00:00;2024;Q2;6;June;24;Friday;2024-06
2024-06-15 0:00:00;2024;Q2;6;June;24;Saturday;2024-06
2024-06-16 0:00:00;2024;Q2;6;June;24;Sunday;2024-06
2024-06-17 0:00:00;2024;Q2;6;June;25;Monday;2024-06
2024-06-18 0:00:00;2024;Q2;6;June;25;Tuesday;2024-06
2024-06-19 0:00:00;2024;Q2;6;June;25;Wednesday;2024-06
2024-06-20 0:00:00;2024;Q2;6;June;25;Thursday;2024-06
2024-06-21 0:00:00;2024;Q2;6;June;25;Friday;2024-06
2024-06-22 0:00:00;2024;Q2;6;June;25;Saturday;2024-06
2024-06-23 0:00:00;2024;Q2;6;June;25;Sunday;2024-06
2024-06-24 0:00:00;2024;Q2;6;June;26;Monday;2024-06
2024-06-25 0:00:00;2024;Q2;6;June;26;Tuesday;2024-06
2024-06-26 0:00:00;2024;Q2;6;June;26;Wednesday;2024-06
2024-06-27 0:00:00;2024;Q2;6;June;26;Thursday;2024-06
2024-06-28 0:00:00;2024;Q2;6;June;26;Friday;2024-06
2024-06-29 0:00:00;2024;Q2;6;June;26;Saturday;2024-06
2024-06-30 0:00:00;2024;Q2;6;June;26;Sunday;2024-06
2024-07-01 0:00:00;2024;Q3;7;July;27;Monday;2024-07
2024-07-02 0:00:00;2024;Q3;7;July;27;Tuesday;2024-07
2024-07-03 0:00:00;2024;Q3;7;July;27;Wednesday;2024-07
2024-07-04 0:00:00;2024;Q3;7;July;27;Thursday;2024-07
2024-07-05 0:00:00;2024;Q3;7;July;27;Friday;2024-07
2024-07-06 0:00:00;2024;Q3;7;July;27;Saturday;2024-07
2024-07-07 0:00:00;2024;Q3;7;July;27;Sunday;2024-07
2024-07-08 0:00:00;2024;Q3;7;July;28;Monday;2024-07
2024-07-09 0:00:00;2024;Q3;7;July;28;Tuesday;2024-07
2024-07-10 0:00:00;2024;Q3;7;July;28;Wednesday;2024-07
2024-07-11 0:00:00;2024;Q3;7;July;28;Thursday;2024-07
2024-07-12 0:00:00;2024;Q3;7;July;28;Friday;2024-07
2024-07-13 0:00:00;2024;Q3;7;July;28;Saturday;2024-07
2024-07-14 0:00:00;2024;Q3;7;July;28;Sunday;2024-07
2024-07-15 0:00:00;2024;Q3;7;July;29;Monday;2024-07
2024-07-16 0:00:00;2024;Q3;7;July;29;Tuesday;2024-07
2024-07-17 0:00:00;2024;Q3;7;July;29;Wednesday;2024-07
2024-07-18 0:00:00;2024;Q3;7;July;29;Thursday;2024-07
2024-07-19 0:00:00;2024;Q3;7;July;29;Friday;2024-07
2024-07-20 0:00:00;2024;Q3;7;July;29;Saturday;2024-07
2024-07-21 0:00:00;2024;Q3;7;July;29;Sunday;2024-07
2024-07-22 0:00:00;2024;Q3;7;July;30;Monday;2024-07
2024-07-23 0:00:00;2024;Q3;7;July;30;Tuesday;2024-07
2024-07-24 0:00:00;2024;Q3;7;July;30;Wednesday;2024-07
2024-07-25 0:00:00;2024;Q3;7;July;30;Thursday;2024-07
2024-07-26 0:00:00;2024;Q3;7;July;30;Friday;2024-07
2024-07-27 0:00:00;2024;Q3;7;July;30;Saturday;2024-07
2024-07-28 0:00:00;2024;Q3;7;July;30;Sunday;2024-07
2024-07-29 0:00:00;2024;Q3;7;July;31;Monday;2024-07
2024-07-30 0:00:00;2024;Q3;7;July;31;Tuesday;2024-07
2024-07-31 0:00:00;2024;Q3;7;July;31;Wednesday;2024-07
2024-08-01 0:00:00;2024;Q3;8;August;31;Thursday;2024-08
2024-08-02 0:00:00;2024;Q3;8;August;31;Friday;2024-08
2024-08-03 0:00:00;2024;Q3;8;August;31;Saturday;2024-08
2024-08-04 0:00:00;2024;Q3;8;August;31;Sunday;2024-08
2024-08-05 0:00:00;2024;Q3;8;August;32;Monday;2024-08
2024-08-06 0:00:00;2024;Q3;8;August;32;Tuesday;2024-08
2024-08-07 0:00:00;2024;Q3;8;August;32;Wednesday;2024-08
2024-08-08 0:00:00;2024;Q3;8;August;32;Thursday;2024-08
2024-08-09 0:00:00;2024;Q3;8;August;32;Friday;2024-08
2024-08-10 0:00:00;2024;Q3;8;August;32;Saturday;2024-08
2024-08-11 0:00:00;2024;Q3;8;August;32;Sunday;2024-08
2024-08-12 0:00:00;2024;Q3;8;August;33;Monday;2024-08
2024-08-13 0:00:00;2024;Q3;8;August;33;Tuesday;2024-08
2024-08-14 0:00:00;2024;Q3;8;August;33;Wednesday;2024-08
2024-08-15 0:00:00;2024;Q3;8;August;33;Thursday;2024-08
2024-08-16 0:00:00;2024;Q3;8;August;33;Friday;2024-08
2024-08-17 0:00:00;2024;Q3;8;August;33;Saturday;2024-08
2024-08-18 0:00:00;2024;Q3;8;August;33;Sunday;2024-08
2024-08-19 0:00:00;2024;Q3;8;August;34;Monday;2024-08
2024-08-20 0:00:00;2024;Q3;8;August;34;Tuesday;2024-08
2024-08-21 0:00:00;2024;Q3;8;August;34;Wednesday;2024-08
2024-08-22 0:00:00;2024;Q3;8;August;34;Thursday;2024-08
2024-08-23 0:00:00;2024;Q3;8;August;34;Friday;2024-08
2024-08-24 0:00:00;2024;Q3;8;August;34;Saturday;2024-08
2024-08-25 0:00:00;2024;Q3;8;August;34;Sunday;2024-08
2024-08-26 0:00:00;2024;Q3;8;August;35;Monday;2024-08
2024-08-27 0:00:00;2024;Q3;8;August;35;Tuesday;2024-08
2024-08-28 0:00:00;2024;Q3;8;August;35;Wednesday;2024-08
2024-08-29 0:00:00;2024;Q3;8;August;35;Thursday;2024-08
2024-08-30 0:00:00;2024;Q3;8;August;35;Friday;2024-08
2024-08-31 0:00:00;2024;Q3;8;August;35;Saturday;2024-08
2024-09-01 0:00:00;2024;Q3;9;September;35;Sunday;2024-09
2024-09-02 0:00:00;2024;Q3;9;September;36;Monday;2024-09
2024-09-03 0:00:00;2024;Q3;9;September;36;Tuesday;2024-09
2024-09-04 0:00:00;2024;Q3;9;September;36;Wednesday;2024-09
2024-09-05 0:00:00;2024;Q3;9;September;36;Thursday;2024-09
2024-09-06 0:00:00;2024;Q3;9;September;36;Friday;2024-09
2024-09-07 0:00:00;2024;Q3;9;September;36;Saturday;2024-09
2024-09-08 0:00:00;2024;Q3;9;September;36;Sunday;2024-09
2024-09-09 0:00:00;2024;Q3;9;September;37;Monday;2024-09
2024-09-10 0:00:00;2024;Q3;9;September;37;Tuesday;2024-09
2024-09-11 0:00:00;2024;Q3;9;September;37;Wednesday;2024-09
2024-09-12 0:00:00;2024;Q3;9;September;37;Thursday;2024-09
2024-09-13 0:00:00;2024;Q3;9;September;37;Friday;2024-09
2024-09-14 0:00:00;2024;Q3;9;September;37;Saturday;2024-09
2024-09-15 0:00:00;2024;Q3;9;September;37;Sunday;2024-09
2024-09-16 0:00:00;2024;Q3;9;September;38;Monday;2024-09
2024-09-17 0:00:00;2024;Q3;9;September;38;Tuesday;2024-09
2024-09-18 0:00:00;2024;Q3;9;September;38;Wednesday;2024-09
2024-09-19 0:00:00;2024;Q3;9;September;38;Thursday;2024-09
2024-09-20 0:00:00;2024;Q3;9;September;38;Friday;2024-09
2024-09-21 0:00:00;2024;Q3;9;September;38;Saturday;2024-09
2024-09-22 0:00:00;2024;Q3;9;September;38;Sunday;2024-09
2024-09-23 0:00:00;2024;Q3;9;September;39;Monday;2024-09
2024-09-24 0:00:00;2024;Q3;9;September;39;Tuesday;2024-09
2024-09-25 0:00:00;2024;Q3;9;September;39;Wednesday;2024-09
2024-09-26 0:00:00;2024;Q3;9;September;39;Thursday;2024-09
2024-09-27 0:00:00;2024;Q3;9;September;39;Friday;2024-09
2024-09-28 0:00:00;2024;Q3;9;September;39;Saturday;2024-09
2024-09-29 0:00:00;2024;Q3;9;September;39;Sunday;2024-09
2024-09-30 0:00:00;2024;Q3;9;September;40;Monday;2024-09
2024-10-01 0:00:00;2024;Q4;10;October;40;Tuesday;2024-10
2024-10-02 0:00:00;2024;Q4;10;October;40;Wednesday;2024-10
2024-10-03 0:00:00;2024;Q4;10;October;40;Thursday;2024-10
2024-10-04 0:00:00;2024;Q4;10;October;40;Friday;2024-10
2024-10-05 0:00:00;2024;Q4;10;October;40;Saturday;2024-10
2024-10-06 0:00:00;2024;Q4;10;October;40;Sunday;2024-10
2024-10-07 0:00:00;2024;Q4;10;October;41;Monday;2024-10
2024-10-08 0:00:00;2024;Q4;10;October;41;Tuesday;2024-10
2024-10-09 0:00:00;2024;Q4;10;October;41;Wednesday;2024-10
2024-10-10 0:00:00;2024;Q4;10;October;41;Thursday;2024-10
2024-10-11 0:00:00;2024;Q4;10;October;41;Friday;2024-10
2024-10-12 0:00:00;2024;Q4;10;October;41;Saturday;2024-10
2024-10-13 0:00:00;2024;Q4;10;October;41;Sunday;2024-10
2024-10-14 0:00:00;2024;Q4;10;October;42;Monday;2024-10
2024-10-15 0:00:00;2024;Q4;10;October;42;Tuesday;2024-10
2024-10-16 0:00:00;2024;Q4;10;October;42;Wednesday;2024-10
2024-10-17 0:00:00;2024;Q4;10;October;42;Thursday;2024-10
2024-10-18 0:00:00;2024;Q4;10;October;42;Friday;2024-10
2024-10-19 0:00:00;2024;Q4;10;October;42;Saturday;2024-10
2024-10-20 0:00:00;2024;Q4;10;October;42;Sunday;2024-10
2024-10-21 0:00:00;2024;Q4;10;October;43;Monday;2024-10
2024-10-22 0:00:00;2024;Q4;10;October;43;Tuesday;2024-10
2024-10-23 0:00:00;2024;Q4;10;October;43;Wednesday;2024-10
2024-10-24 0:00:00;2024;Q4;10;October;43;Thursday;2024-10
2024-10-25 0:00:00;2024;Q4;10;October;43;Friday;2024-10
2024-10-26 0:00:00;2024;Q4;10;October;43;Saturday;2024-10
2024-10-27 0:00:00;2024;Q4;10;October;43;Sunday;2024-10
2024-10-28 0:00:00;2024;Q4;10;October;44;Monday;2024-10
2024-10-29 0:00:00;2024;Q4;10;October;44;Tuesday;2024-10
2024-10-30 0:00:00;2024;Q4;10;October;44;Wednesday;2024-10
2024-10-31 0:00:00;2024;Q4;10;October;44;Thursday;2024-10
2024-11-01 0:00:00;2024;Q4;11;November;44;Friday;2024-11
2024-11-02 0:00:00;2024;Q4;11;November;44;Saturday;2024-11
2024-11-03 0:00:00;2024;Q4;11;November;44;Sunday;2024-11
2024-11-04 0:00:00;2024;Q4;11;November;45;Monday;2024-11
2024-11-05 0:00:00;2024;Q4;11;November;45;Tuesday;2024-11
2024-11-06 0:00:00;2024;Q4;11;November;45;Wednesday;2024-11
2024-11-07 0:00:00;2024;Q4;11;November;45;Thursday;2024-11
2024-11-08 0:00:00;2024;Q4;11;November;45;Friday;2024-11
2024-11-09 0:00:00;2024;Q4;11;November;45;Saturday;2024-11
2024-11-10 0:00:00;2024;Q4;11;November;45;Sunday;2024-11
2024-11-11 0:00:00;2024;Q4;11;November;46;Monday;2024-11
2024-11-12 0:00:00;2024;Q4;11;November;46;Tuesday;2024-11
2024-11-13 0:00:00;2024;Q4;11;November;46;Wednesday;2024-11
2024-11-14 0:00:00;2024;Q4;11;November;46;Thursday;2024-11
2024-11-15 0:00:00;2024;Q4;11;November;46;Friday;2024-11
2024-11-16 0:00:00;2024;Q4;11;November;46;Saturday;2024-11
2024-11-17 0:00:00;2024;Q4;11;November;46;Sunday;2024-11
2024-11-18 0:00:00;2024;Q4;11;November;47;Monday;2024-11
2024-11-19 0:00:00;2024;Q4;11;November;47;Tuesday;2024-11
2024-11-20 0:00:00;2024;Q4;11;November;47;Wednesday;2024-11
2024-11-21 0:00:00;2024;Q4;11;November;47;Thursday;2024-11
2024-11-22 0:00:00;2024;Q4;11;November;47;Friday;2024-11
2024-11-23 0:00:00;2024;Q4;11;November;47;Saturday;2024-11
2024-11-24 0:00:00;2024;Q4;11;November;47;Sunday;2024-11
2024-11-25 0:00:00;2024;Q4;11;November;48;Monday;2024-11
2024-11-26 0:00:00;2024;Q4;11;November;48;Tuesday;2024-11
2024-11-27 0:00:00;2024;Q4;11;November;48;Wednesday;2024-11
2024-11-28 0:00:00;2024;Q4;11;November;48;Thursday;2024-11
2024-11-29 0:00:00;2024;Q4;11;November;48;Friday;2024-11
2024-11-30 0:00:00;2024;Q4;11;November;48;Saturday;2024-11
2024-12-01 0:00:00;2024;Q4;12;December;48;Sunday;2024-12
2024-12-02 0:00:00;2024;Q4;12;December;49;Monday;2024-12
2024-12-03 0:00:00;2024;Q4;12;December;49;Tuesday;2024-12
2024-12-04 0:00:00;2024;Q4;12;December;49;Wednesday;2024-12
2024-12-05 0:00:00;2024;Q4;12;December;49;Thursday;2024-12
2024-12-06 0:00:00;2024;Q4;12;December;49;Friday;2024-12
2024-12-07 0:00:00;2024;Q4;12;December;49;Saturday;2024-12
2024-12-08 0:00:00;2024;Q4;12;December;49;Sunday;2024-12
2024-12-09 0:00:00;2024;Q4;12;December;50;Monday;2024-12
2024-12-10 0:00:00;2024;Q4;12;December;50;Tuesday;2024-12
2024-12-11 0:00:00;2024;Q4;12;December;50;Wednesday;2024-12
2024-12-12 0:00:00;2024;Q4;12;December;50;Thursday;2024-12
2024-12-13 0:00:00;2024;Q4;12;December;50;Friday;2024-12
2024-12-14 0:00:00;2024;Q4;12;December;50;Saturday;2024-12
2024-12-15 0:00:00;2024;Q4;12;December;50;Sunday;2024-12
2024-12-16 0:00:00;2024;Q4;12;December;51;Monday;2024-12
2024-12-17 0:00:00;2024;Q4;12;December;51;Tuesday;2024-12
2024-12-18 0:00:00;2024;Q4;12;December;51;Wednesday;2024-12
2024-12-19 0:00:00;2024;Q4;12;December;51;Thursday;2024-12
2024-12-20 0:00:00;2024;Q4;12;December;51;Friday;2024-12
2024-12-21 0:00:00;2024;Q4;12;December;51;Saturday;2024-12
2024-12-22 0:00:00;2024;Q4;12;December;51;Sunday;2024-12
2024-12-23 0:00:00;2024;Q4;12;December;52;Monday;2024-12
2024-12-24 0:00:00;2024;Q4;12;December;52;Tuesday;2024-12
2024-12-25 0:00:00;2024;Q4;12;December;52;Wednesday;2024-12
2024-12-26 0:00:00;2024;Q4;12;December;52;Thursday;2024-12
2024-12-27 0:00:00;2024;Q4;12;December;52;Friday;2024-12
2024-12-28 0:00:00;2024;Q4;12;December;52;Saturday;2024-12
2024-12-29 0:00:00;2024;Q4;12;December;52;Sunday;2024-12
2024-12-30 0:00:00;2024;Q4;12;December;1;Monday;2024-12
2024-12-31 0:00:00;2024;Q4;12;December;1;Tuesday;2024-12
